"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create new order with missing item quantity","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123""}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing item quantity""}","edge","error_case","Test creating a new order with missing item quantity"
"Create new order with invalid item product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""invalid_id"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid item product id""}","edge","error_case","Test creating a new order with invalid item product id"
"Create new order with typo in item product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123t"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid item product id""}","edge","typo","Test creating a new order with typo in item product id"
"Create new order with missing shipping address country","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing shipping address country""}","edge","error_case","Test creating a new order with missing shipping address country"
"Create new order with invalid shipping address country","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""invalid_country"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid shipping address country""}","edge","error_case","Test creating a new order with invalid shipping address country"
"Create new order with typo in shipping address country","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""Indiia"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid shipping address country""}","edge","typo","Test creating a new order with typo in shipping address country"
"Create new order with missing shipping address postal code","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing shipping address postal code""}","edge","error_case","Test creating a new order with missing shipping address postal code"
"Create new order with invalid shipping address postal code","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""invalid_code""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid shipping address postal code""}","edge","error_case","Test creating a new order with invalid shipping address postal code"
"Create new order with typo in shipping address postal code","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""30202t""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid shipping address postal code""}","edge","typo","Test creating a new order with typo in shipping address postal code"
"Create new order with missing payment card token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card""}}","{""status"": ""error"", ""message"": ""Missing payment card token""}","edge","error_case","Test creating a new order with missing payment card token"
"Create new order with invalid payment card token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""invalid_token""}}","{""status"": ""error"", ""message"": ""Invalid payment card token""}","edge","error_case","Test creating a new order with invalid payment card token"
"Create new order with typo in payment card token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242t""}}","{""status"": ""error"", ""message"": ""Invalid payment card token""}","edge","typo","Test creating a new order with typo in payment card token"
"Create new order with missing customer id","Create_Customer_Order","/v1/orders","POST","{""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing customer id""}","edge","error_case","Test creating a new order with missing customer id"
"Create new order with invalid customer id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""invalid_id"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid customer id""}","edge","error_case","Test creating a new order with invalid customer id"
"Create new order with typo in customer id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123t"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid customer id""}","edge","typo","Test creating a new order with typo in customer id"
"Create new order with missing items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing items""}","edge","error_case","Test creating a new order with missing items"
"Create new order with empty items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Empty items""}","edge","error_case","Test creating a new order with empty items"
"Create new order with null items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": null, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Null items""}","edge","error_case","Test creating a new order with null items"
"Create new order with missing payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""error"", ""message"": ""Missing payment""}","edge","error_case","Test creating a new order with missing payment"
"Create new order with empty payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {}}","{""status"": ""error"", ""message"": ""Empty payment""}","edge","error_case","Test creating a new order with empty payment"
"Create new order with null payment","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": null}","{""status"": ""error"", ""message"": ""Null payment""}","edge","error_case","Test creating a new order with null payment"
"Create new order with missing shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing shipping address""}","edge","error_case","Test creating a new order with missing shipping address"
"Create new order with empty shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Empty shipping address""}","edge","error_case","Test creating a new order with empty shipping address"
"Create new order with null shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": null, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Null shipping address""}","edge","error_case","Test creating a new order with null shipping address"
"Create new order with missing customer id and shipping address","Create_Customer_Order","/v1/orders","POST","{""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Missing customer id and shipping address""}","extreme","error_case","Test creating a new order with missing customer id and shipping address"
"Create new order with invalid customer id and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""invalid_id"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""invalid_country"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid customer id and shipping address""}","extreme","error_case","Test creating a new order with invalid customer id and shipping address"
"Create new order with typo in customer id and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123t"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""Indiia"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""error"", ""message"": ""Invalid customer id and shipping address""}","extreme","typo","Test creating a new order with typo in customer id and shipping address"
"Create new order with missing payment and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}]}","{""status"": ""error"", ""message"": ""Missing payment and shipping address""}","extreme","error_case","Test creating a new order with missing payment and shipping address"
"Create new order with invalid payment and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""invalid_method"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""invalid_country"", ""postal_code"": ""302020""}}","{""status"": ""error"", ""message"": ""Invalid payment and shipping address""}","extreme","error_case","Test creating a new order with invalid payment and shipping address"
"Create new order with typo in payment and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""cardd"", ""card_token"": ""tok_test_4242t""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""Indiia"", ""postal_code"": ""30202t""}}","{""status"": ""error"", ""message"": ""Invalid payment and shipping address""}","extreme","typo","Test creating a new order with typo in payment and shipping address"
"Create new order with missing customer id, payment, and shipping address","Create_Customer_Order","/v1/orders","POST","{""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}]}","{""status"": ""error"", ""message"": ""Missing customer id, payment, and shipping address""}","extreme","error_case","Test creating a new order with missing customer id, payment, and shipping address"
"Create new order with invalid customer id, payment, and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""invalid_id"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""invalid_method"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""invalid_country"", ""postal_code"": ""302020""}}","{""status"": ""error"", ""message"": ""Invalid customer id, payment, and shipping address""}","extreme","error_case","Test creating a new order with invalid customer id, payment, and shipping address"
"Create new order with typo in customer id, payment, and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123t"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""cardd"", ""card_token"": ""tok_test_4242t""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""Indiia"", ""postal_code"": ""30202t""}}","{""status"": ""error"", ""message"": ""Invalid customer id, payment, and shipping address""}","extreme","typo","Test creating a new order with typo in customer id, payment, and shipping address"
"Create new order with valid customer id, payment, and shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0001""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address"
"Create new order with valid customer id, payment, and shipping address (different items)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ789"", ""quantity"": 1}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0002""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different items)"
"Create new order with valid customer id, payment, and shipping address (multiple items)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}, {""product_id"": ""prod_XYZ789"", ""quantity"": 1}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0003""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (multiple items)"
"Create new order with valid customer id, payment, and shipping address (different payment method)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0004""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different payment method)"
"Create new order with valid customer id, payment, and shipping address (different shipping address)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""45 MG Road"", ""city"": ""Bengaluru"", ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0005""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different shipping address)"
"Create new order with valid customer id, payment, and shipping address (different customer id)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_456"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0006""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different customer id)"
"Create new order with valid customer id, payment, and shipping address (different items and payment method)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ789"", ""quantity"": 1}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0007""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different items and payment method)"
"Create new order with valid customer id, payment, and shipping address (multiple items and different payment method)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}, {""product_id"": ""prod_XYZ789"", ""quantity"": 1}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0008""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (multiple items and different payment method)"
"Create new order with valid customer id, payment, and shipping address (different shipping address and payment method)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""45 MG Road"", ""city"": ""Bengaluru"", ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0009""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different shipping address and payment method)"
"Create new order with valid customer id, payment, and shipping address (different customer id and payment method)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_456"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""12 Park Lane"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0010""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different customer id and payment method)"
"Create new order with valid customer id, payment, and shipping address (different items, payment method, and shipping address)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_XYZ789"", ""quantity"": 1}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""45 MG Road"", ""city"": ""Bengaluru"", ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0011""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (different items, payment method, and shipping address)"
"Create new order with valid customer id, payment, and shipping address (multiple items, different payment method, and shipping address)","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}, {""product_id"": ""prod_XYZ789"", ""quantity"": 1}], ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""netbanking_id_123""}, ""shipping_address"": {""line1"": ""45 MG Road"", ""city"": ""Bengaluru"", ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251129_0012""}","valid","valid_flow","Test creating a new order with valid customer id, payment, and shipping address (multiple items, different payment method, and shipping address)"
