"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create an order with the minimum allowed quantity of 1 for an item.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_MIN_QUANTITY"", ""items"": [{""product_id"": ""prod_SINGLE_ITEM"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Minimalist Way"", ""city"": ""Jaipur"", ""state"": ""RJ"", ""postal_code"": ""302001"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created successfully for Cash on Delivery."", ""order_id"": ""ord_20251202_0001""}","edge","boundary","Edge case testing the minimum required quantity (1)."
"Attempt to create an order with an empty string for the optional 'notes' field.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_EMPTY_NOTE"", ""items"": [{""product_id"": ""prod_NO_NOTES"", ""quantity"": 2}], ""shipping_address"": {""line1"": ""42 Blank Street"", ""city"": ""Kolkata"", ""state"": ""WB"", ""postal_code"": ""700001"", ""country"": ""IN""}, ""payment"": {""method"": ""upi"", ""upi_id"": ""nonotes@mybank""}, ""notes"": """"}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""pending_payment"", ""message"": ""Order created. Awaiting UPI payment confirmation."", ""order_id"": ""ord_20251202_0002""}","edge","boundary","Edge case testing an empty string for the 'notes' field, which should be valid."
"Create an order with an empty string for the optional 'line2' of the shipping address.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_EMPTY_LINE2"", ""items"": [{""product_id"": ""prod_ADDR_TEST"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Main Street"", ""line2"": """", ""city"": ""Delhi"", ""state"": ""DL"", ""postal_code"": ""110001"", ""country"": ""IN""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_card_empty""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251202_0003""}","edge","boundary","Edge case testing an empty string for the 'shipping_address.line2' field."
"Try to create an order where the items array contains exactly one item.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_ONE_ITEM_ARRAY"", ""items"": [{""product_id"": ""prod_ONLY_ONE"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""Solo Building"", ""city"": ""Ahmedabad"", ""state"": ""GJ"", ""postal_code"": ""380001"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created successfully for Cash on Delivery."", ""order_id"": ""ord_20251202_0004""}","edge","boundary","Edge case testing the minimum number of items in the 'items' array (minItems: 1)."
"Simulate an order creation to check for stock availability without actually placing the order.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_SIMULATE_VALID"", ""items"": [{""product_id"": ""prod_IN_STOCK"", ""quantity"": 5}], ""shipping_address"": {""line1"": ""1 Test Lane"", ""city"": ""Testville"", ""state"": ""TS"", ""postal_code"": ""999999"", ""country"": ""IN""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_sim_card_123""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {""simulate"": ""true""}}","{""valid"": true, ""simulation"": true, ""message"": ""Order is valid and can be created.""}","edge","valid_flow","Edge case demonstrating a successful simulation run."
"Simulate an order where the requested quantity exceeds available stock.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_SIMULATE_ERROR"", ""items"": [{""product_id"": ""prod_LOW_STOCK"", ""quantity"": 999}], ""shipping_address"": {""line1"": ""1 Test Lane"", ""city"": ""Testville"", ""state"": ""TS"", ""postal_code"": ""999999"", ""country"": ""IN""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_sim_card_456""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {""simulate"": ""true""}}","{""valid"": false, ""errors"": [""Insufficient stock for product prod_LOW_STOCK. Available: 10, requested: 999""], ""simulation"": true}","edge","error_case","Edge case for a simulation run that fails due to insufficient stock."
"Create an ordor with a customer ID containing special characters like underscores and dots.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_user.name_123"", ""items"": [{""product_id"": ""prod_SPEC_CHAR"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Special Road"", ""city"": ""Character City"", ""state"": ""SC"", ""postal_code"": ""123456"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created successfully for Cash on Delivery."", ""order_id"": ""ord_20251202_0007""}","edge","typo","Edge case testing special characters in 'customer_id' and a typo in the query."
"Attempt to create an order with a card payment but provide a null value for card_token.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_NULL_TOKEN"", ""items"": [{""product_id"": ""prod_ANY_ITEM"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""123 Invalid Street"", ""city"": ""Errorville"", ""state"": ""ER"", ""postal_code"": ""000000"", ""country"": ""IN""}, ""payment"": {""method"": ""card"", ""card_token"": null}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""payment.card_token must be a string""]}","extreme","error_case","Extreme case: 'card_token' is required for card payments and cannot be null, violating schema."
"Submit an order creation request with an empty items array.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_EMPTY_ITEMS"", ""items"": [], ""shipping_address"": {""line1"": ""123 Nowhere Lane"", ""city"": ""Null City"", ""state"": ""NC"", ""postal_code"": ""12345"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""items must contain at least 1 item""]}","extreme","error_case","Extreme case: Violates the 'minItems: 1' constraint for the 'items' array."
"Create an order where the quantity for an item is zero.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_ZERO_QUANTITY"", ""items"": [{""product_id"": ""prod_ZERO_ITEM"", ""quantity"": 0}], ""shipping_address"": {""line1"": ""0 Zero Avenue"", ""city"": ""Naughtsville"", ""state"": ""NA"", ""postal_code"": ""00000"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""items[0].quantity must be >= 1""]}","extreme","error_case","Extreme case: Violates the 'minimum: 1' constraint for item quantity."
"Attempt to create an order without the required 'payment' object.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_NO_PAYMENT"", ""items"": [{""product_id"": ""prod_FREEBIE"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Paymentless Plaza"", ""city"": ""Free Town"", ""state"": ""FT"", ""postal_code"": ""54321"", ""country"": ""IN""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""payment is a required property""]}","extreme","error_case","Extreme case: Missing the mandatory 'payment' object in the request body."
"Send a request with a UPI payment method but without the required 'upi_id'.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_MISSING_UPI_ID"", ""items"": [{""product_id"": ""prod_UPI_FAIL"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""123 UPI Street"", ""city"": ""PayFail"", ""state"": ""PF"", ""postal_code"": ""11223"", ""country"": ""IN""}, ""payment"": {""method"": ""upi""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""upi_id is required when payment method is upi""]}","extreme","error_case","Extreme case: Violates the conditional requirement for 'upi_id' when method is 'upi'."
"Submit a request where a required field in the shipping address, 'city', is missing.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_BAD_ADDRESS"", ""items"": [{""product_id"": ""prod_ADDR_FAIL"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Missing City St"", ""state"": ""MC"", ""postal_code"": ""55555"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""shipping_address.city is a required property""]}","extreme","error_case","Extreme case: Missing a required sub-field 'city' within the 'shipping_address' object."
"Attempt to create an order with an invalid payment method enum.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_BAD_PAY_METHOD"", ""items"": [{""product_id"": ""prod_CRYPTO"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Blockchain Blvd"", ""city"": ""Crypto City"", ""state"": ""CC"", ""postal_code"": ""21212"", ""country"": ""IN""}, ""payment"": {""method"": ""crypto""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""payment.method must be one of the following values: card, netbanking, upi, cod""]}","extreme","error_case","Extreme case: Providing a value for 'payment.method' that is not in the allowed enum list."
"Create an order with an empty string for the required 'customer_id' field.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": """", ""items"": [{""product_id"": ""prod_ANON"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Anonymous Ave"", ""city"": ""Ghost Town"", ""state"": ""GT"", ""postal_code"": ""40404"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""customer_id does not meet minimum length of 1""]}","extreme","error_case","Extreme case: Violates the 'minLength: 1' constraint for 'customer_id'."
"Submit an order where the 'product_id' is an empty string.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_VALID_CUST"", ""items"": [{""product_id"": """", ""quantity"": 1}], ""shipping_address"": {""line1"": ""123 Valid Street"", ""city"": ""Valid City"", ""state"": ""VC"", ""postal_code"": ""12345"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""items[0].product_id does not meet minimum length of 1""]}","extreme","error_case","Extreme case: Violates the 'minLength: 1' constraint for 'product_id'."
"Send a request that is missing the entire 'shipping_address' object.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_NO_ADDRESS"", ""items"": [{""product_id"": ""prod_NO_SHIP"", ""quantity"": 1}], ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""shipping_address is a required property""]}","extreme","error_case","Extreme case: Missing the mandatory 'shipping_address' object."
"Create a valid order with a Japanese Yen currency override.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_JPY_BUYER"", ""items"": [{""product_id"": ""prod_JP_EDITION"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1-1-2 Otemachi"", ""city"": ""Chiyoda-ku"", ""state"": ""Tokyo"", ""postal_code"": ""100-8111"", ""country"": ""JP""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_jcb_card_123""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {""currency"": ""JPY""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""JPY"", ""order_id"": ""ord_20251202_0008""}","edge","boundary","Edge case testing a valid but less common currency override."
"Place an order with a postal code that includes a hyphen.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_US_BUYER"", ""items"": [{""product_id"": ""prod_US_IMPORT"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1600 Pennsylvania Avenue NW"", ""city"": ""Washington"", ""state"": ""DC"", ""postal_code"": ""20500-0003"", ""country"": ""US""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_us_card_456""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""order_id"": ""ord_20251202_0009""}","edge","boundary","Edge case testing a postal code format with special characters."
"Create an order where the customer ID is a very long string.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_this_is_an_exceptionally_long_customer_identifier_for_testing_boundary_conditions_1234567890"", ""items"": [{""product_id"": ""prod_LONG_ID_TEST"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Long ID Lane"", ""city"": ""Stringsville"", ""state"": ""ST"", ""postal_code"": ""98765"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created successfully for Cash on Delivery."", ""order_id"": ""ord_20251202_0010""}","edge","boundary","Edge case testing a very long string for 'customer_id'."
"Submit an order where the product ID is a very long string.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_NORMAL_ID"", ""items"": [{""product_id"": ""prod_this_is_an_extremely_long_and_descriptive_product_identifier_used_for_stress_testing_the_api_schema_v2.1.3-beta"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""123 Normal Street"", ""city"": ""Regular Town"", ""state"": ""RT"", ""postal_code"": ""12345"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""created"", ""message"": ""Order created successfully for Cash on Delivery."", ""order_id"": ""ord_20251202_0011""}","edge","boundary","Edge case testing a very long string for 'product_id'."
"Create an order with payment method in uppercase.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_UPPERCASE_PAY"", ""items"": [{""product_id"": ""prod_CASE_TEST"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Case Road"", ""city"": ""Capital City"", ""state"": ""CC"", ""postal_code"": ""11111"", ""country"": ""IN""}, ""payment"": {""method"": ""CARD"", ""card_token"": ""tok_case_test_123""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""payment.method must be one of the following values: card, netbanking, upi, cod""]}","edge","error_case","Edge case to check if the enum for payment method is case-sensitive. It should fail validation."
"Submit an order with additional, undefined properties in the main object.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_EXTRA_PROP"", ""items"": [{""product_id"": ""prod_EXTRA"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Extra Lane"", ""city"": ""Addon"", ""state"": ""AD"", ""postal_code"": ""22222"", ""country"": ""IN""}, ""payment"": {""method"": ""cod""}, ""extra_field"": ""some_value""}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""Additional property extra_field is not allowed""]}","edge","error_case","Edge case testing the 'additionalProperties: false' constraint on the main object."
"Create order with an additional property inside the shipping address.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_EXTRA_ADDR"", ""items"": [{""product_id"": ""prod_EXTRA_ADDR"", ""quantity"": 1}], ""shipping_address"": {""line1"": ""1 Extra Address Lane"", ""city"": ""Addon"", ""state"": ""AD"", ""postal_code"": ""33333"", ""country"": ""IN"", ""landmark"": ""Near old tower""}, ""payment"": {""method"": ""cod""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_invalid""}, ""query_parameters"": {}}","{""error"": ""Validation Error"", ""details"": [""Additional property landmark is not allowed in shipping_address""]}","edge","error_case","Edge case testing 'additionalProperties: false' on a nested object."
"Process an order where the quantity is a very large number, to test system limits.","Create_Customer_Order","/v1/orders","POST","{""url"": ""https://api.example-shop.com/v1/orders"", ""body"": {""customer_id"": ""cust_LARGE_QTY"", ""items"": [{""product_id"": ""prod_BULK_ITEM"", ""quantity"": 999999999}], ""shipping_address"": {""line1"": ""1 Warehouse Way"", ""city"": ""Stockpile"", ""state"": ""SP"", ""postal_code"": ""44444"", ""country"": ""IN""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_bulk_buy_123""}}, ""headers"": {""Content-Type"": ""application/json"", ""Authorization"": ""Bearer test_api_key_valid""}, ""query_parameters"": {}}","{""status"": ""error"", ""message"": ""Order quantity exceeds maximum limit.""}","edge","performance","Edge case testing a very large integer for quantity, which may pass schema but fail business logic."
