"t_id","query","intent_type","confidence_score"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to create an order in a stateless environment?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit a new order via REST API.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What are the required fields to create an order?","info","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Need to add a new order to the e-commerce platform.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What API creates orders for online retail?","info","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order with fraud checks enabled.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How to handle errors when creating a customer order?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","oder creatin","action","0.68"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creaet ordeer","action","0.65"
"347ac849-20ac-4cd7-ae49-288d9e96484b","orddr creation","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make a new ordrr","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt order","action","0.66"
"347ac849-20ac-4cd7-ae49-288d9e96484b","plcae an oredr","action","0.67"
"347ac849-20ac-4cd7-ae49-288d9e96484b","genrate order","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ad a new ordr","action","0.68"
"347ac849-20ac-4cd7-ae49-288d9e96484b","purchas ordr","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create custmoer ordr","action","0.74"
"347ac849-20ac-4cd7-ae49-288d9e96484b","paymnt for new ordr","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","shippin details ordr","action","0.73"
"347ac849-20ac-4cd7-ae49-288d9e96484b","simlate order creatin","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","what is api to creat order","info","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","custmer ordr api","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","proces new ordr","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr submisson","action","0.66"
"347ac849-20ac-4cd7-ae49-288d9e96484b","crete an order","action","0.65"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new ordrr for custmer","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","how to creat an order","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ordr with itmes","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust ord","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord cust 123","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create ord w/ COD","action","0.83"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust purch ord","action","0.81"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make new cust ord","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","initiate ord","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord via API","action","0.82"
"347ac849-20ac-4cd7-ae49-288d9e96484b","place cust ord","action","0.81"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submit ord req","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create ord sys","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord pymt info","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","shpng details for ord","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","test ord creation","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","wanna order stuff","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","plz add order","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","need 2 make order","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","yo add my order bro","action","0.68"
"347ac849-20ac-4cd7-ae49-288d9e96484b","lemme get an order","action","0.73"
"347ac849-20ac-4cd7-ae49-288d9e96484b","order up, yo","action","0.65"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make an order, stat","action","0.74"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create some goods order","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","drop an order","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","can I get an order in?","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","yo, new order time","action","0.67"
"347ac849-20ac-4cd7-ae49-288d9e96484b","put in an order","action","0.74"
"347ac849-20ac-4cd7-ae49-288d9e96484b","let's make an order happen","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord","action","0.8"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust order","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gen order","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create a new customer order.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit a purchase order for a client.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Place an order for customer ID 54321.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","How do I create a new sales transaction?","info","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Initiate a customer order with specific items.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Generate an e-commerce order using the API.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Process a new order for an online store.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","I need to add a new order to the system.","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Can I create an order with a tokenized payment?","info","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit a test order using the simulation mode.","action","0.96"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Validate the order creation process without saving.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create a customer order with express shipping details.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Programmatically create a new order.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What is the API for placing new customer orders?","info","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Handle a new order placement request.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Construct a new order for a registered user.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Orchestrate the creation of a customer purchase.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Enter a new order into the commerce platform.","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Allow users to place orders via mobile app.","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Develop a feature to submit new customer orders.","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Integrate with the order creation service.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order with multiple product SKUs.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Authorize and create a new customer transaction.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit an order with a specific billing address.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Generate a unique order ID for a new purchase.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","What are the steps to create a customer order?","info","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Use the API to create an order for a subscription.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Enable order placement for POS systems.","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Verify order logic with the simulate parameter.","action","0.94"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create a new order and reserve inventory.","action","0.93"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Process an order with payment authorization.","action","0.92"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Create an order and calculate pricing.","action","0.91"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Securely create a customer order with Bearer token.","action","0.95"
"347ac849-20ac-4cd7-ae49-288d9e96484b","Submit an order for a loyalty program member.","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creat new custmer ordr","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt a purchse oder","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","palce an order for custemer ID","action","0.73"
"347ac849-20ac-4cd7-ae49-288d9e96484b","how do i cretae a new sales transction?","info","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","initaite a custmor order with spceific items","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","genrate an e-comerce order usin the API","action","0.74"
"347ac849-20ac-4cd7-ae49-288d9e96484b","procss a new ordr for an onlne store","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","i ned to add a new oder to the systm","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","can i creat an ordr with a tokenizd paymnt?","info","0.68"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt a tesst order using the simulaton mode","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","valdite the oder creaton proces withuot saving","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cretae a custmer order with exprees shippin details","action","0.73"
"347ac849-20ac-4cd7-ae49-288d9e96484b","progrmmatically creat a new ordr","action","0.74"
"347ac849-20ac-4cd7-ae49-288d9e96484b","what is the API for placin new custmer ordrs?","info","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","handl a new oder placemnt requst","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","construt a new ordr for a registrd user","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","orchestrete the creaton of a custmer purchse","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","entr a new ordr into the commrce platfrm","action","0.68"
"347ac849-20ac-4cd7-ae49-288d9e96484b","alow users to plac ordrs via moblie app","action","0.67"
"347ac849-20ac-4cd7-ae49-288d9e96484b","develep a featuer to submitt new custmer ordrs","action","0.69"
"347ac849-20ac-4cd7-ae49-288d9e96484b","intgrate with the oder creaton servce","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","creat an ordr with multple prodict SKUs","action","0.71"
"347ac849-20ac-4cd7-ae49-288d9e96484b","authrize and creat a new custmer transction","action","0.73"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submitt an ordr with a spcific billin addres","action","0.7"
"347ac849-20ac-4cd7-ae49-288d9e96484b","securley creat a custmer ordr with Bearer tokn","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new ord API call","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","place cust purch","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submit ord w/ CC","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gen new order","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","ord mgmt sys","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","make new cust trans","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add ord for ID 123","action","0.85"
"347ac849-20ac-4cd7-ae49-288d9e96484b","proc e-comm ord","action","0.86"
"347ac849-20ac-4cd7-ae49-288d9e96484b","test ord sim mode","action","0.9"
"347ac849-20ac-4cd7-ae49-288d9e96484b","create ord w/ shippg","action","0.88"
"347ac849-20ac-4cd7-ae49-288d9e96484b","prog ord creation","action","0.89"
"347ac849-20ac-4cd7-ae49-288d9e96484b","cust ord req","action","0.84"
"347ac849-20ac-4cd7-ae49-288d9e96484b","submit web ord","action","0.87"
"347ac849-20ac-4cd7-ae49-288d9e96484b","let's get an order in","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","put in a new purchase","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","do an order thingy","action","0.72"
"347ac849-20ac-4cd7-ae49-288d9e96484b","fire up a new order","action","0.76"
"347ac849-20ac-4cd7-ae49-288d9e96484b","just make an order","action","0.79"
"347ac849-20ac-4cd7-ae49-288d9e96484b","can I order somethin'","action","0.75"
"347ac849-20ac-4cd7-ae49-288d9e96484b","gotta place an order","action","0.78"
"347ac849-20ac-4cd7-ae49-288d9e96484b","add this order, k?","action","0.77"
"347ac849-20ac-4cd7-ae49-288d9e96484b","new order, stat!","action","0.8"
