"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""card""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0039"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""cod""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting COD payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0042"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""netbanking""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Net Banking payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0045"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""paypal""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting PayPal payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0048"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""paytm""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Paytm payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0051"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""phonepe""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting PhonePe payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0054"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""googlepay""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Google Pay payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0057"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""amazonpay""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Amazon Pay payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0060"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment and Bank Transfer payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""netbanking""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Net Banking payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0063"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment and Bank Transfer payment and credit card payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""card""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0066"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment and Bank Transfer payment and credit card payment and cash on delivery payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""cod""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting COD payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0069"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment and Bank Transfer payment and credit card payment and cash on delivery payment and Paytm payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""paytm""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Paytm payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0072"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment and Bank Transfer payment and credit card payment and cash on delivery payment and Paytm payment and Net Banking payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""payment"": {""method"": ""netbanking""}, ""customer_id"": ""cust_987654"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""line2"": null, ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 999, ""quantity"": 1, ""product_id"": ""prod_ABC123""}], ""status"": ""pending_payment"", ""message"": ""Order created. Awaiting Net Banking payment."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0075"", ""total_amount"": 899, ""estimated_delivery"": ""2025-12-04""}","valid","typo","User with typo in query"
"creat order with gift wrap and gift message and free shipping and discount and UPI payment and COD payment and Net Banking payment and credit card payment and cash on delivery payment and bank transfer payment and PayPal payment and Paytm payment and PhonePe payment and Google Pay payment and Amazon Pay payment and Bank Transfer payment and credit card payment and cash on delivery payment and Paytm payment and Net Banking payment and credit card payment","Create_Customer_Order","/v1/orders","POST","{""items"": [{""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""payment"": {""method"": ""card""}, ""customer_id"": ""cust_555111"", ""shipping_address"": {""city"": ""Bengaluru"", ""line1"": ""45 MG Road"", ""line2"": null, ""state"": ""KA"", ""country"": ""IN"", ""postal_code"": ""560001""}, ""gift_wrap"": true, ""gift_message"": ""Happy Birthday!"", ""shipping_type"": ""free"", ""discount"": 10}","{""items"": [{""price"": 601, ""quantity"": 2, ""product_id"": ""prod_XYZ789""}], ""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0078"", ""total_amount"": 1202, ""estimated_delivery"": ""2025-12-06""}","valid","typo","User with typo in query"
