"query","api","endpoint","method","request","expected_response","scenario_type","test_category","notes"
"Create order with missing items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Items are required""]}","edge","boundary","Test creating a new order with missing items"
"Create order with invalid items","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": """", ""quantity"": 0}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid items""]}","edge","boundary","Test creating a new order with invalid items"
"Create order with missing payment token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card""}}","{""valid"": false, ""errors"": [""Payment token is required""]}","edge","boundary","Test creating a new order with missing payment token"
"Create order with invalid payment token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""invalid""}}","{""valid"": false, ""errors"": [""Invalid payment token""]}","edge","boundary","Test creating a new order with invalid payment token"
"Create order with missing customer name","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Customer name is required""]}","edge","boundary","Test creating a new order with missing customer name"
"Create order with invalid customer name","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""customer_name"": ""invalid"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid customer name""]}","edge","boundary","Test creating a new order with invalid customer name"
"Create order with missing email","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Email is required""]}","edge","boundary","Test creating a new order with missing email"
"Create order with invalid email","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""email"": ""invalid"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid email""]}","edge","boundary","Test creating a new order with invalid email"
"Create order with missing phone number","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Phone number is required""]}","edge","boundary","Test creating a new order with missing phone number"
"Create order with invalid phone number","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""phone_number"": ""invalid"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid phone number""]}","edge","boundary","Test creating a new order with invalid phone number"
"Create order with missing product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Product id is required""]}","edge","boundary","Test creating a new order with missing product id"
"Create order with invalid product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""invalid"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid product id""]}","edge","boundary","Test creating a new order with invalid product id"
"Create order with missing quantity","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123""}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Quantity is required""]}","edge","boundary","Test creating a new order with missing quantity"
"Create order with invalid quantity","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": ""invalid""}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid quantity""]}","edge","boundary","Test creating a new order with invalid quantity"
"Create order with missing payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""valid"": false, ""errors"": [""Payment method is required""]}","edge","boundary","Test creating a new order with missing payment method"
"Create order with invalid payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""invalid""}}","{""valid"": false, ""errors"": [""Invalid payment method""]}","edge","boundary","Test creating a new order with invalid payment method"
"Create order with missing card token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card""}}","{""valid"": false, ""errors"": [""Card token is required""]}","edge","boundary","Test creating a new order with missing card token"
"Create order with invalid card token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""invalid""}}","{""valid"": false, ""errors"": [""Invalid card token""]}","edge","boundary","Test creating a new order with invalid card token"
"Create order with missing upi id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""upi""}}","{""valid"": false, ""errors"": [""UPI id is required""]}","edge","boundary","Test creating a new order with missing upi id"
"Create order with invalid upi id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""upi"", ""upi_id"": ""invalid""}}","{""valid"": false, ""errors"": [""Invalid upi id""]}","edge","boundary","Test creating a new order with invalid upi id"
"Create order with missing netbanking id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""netbanking""}}","{""valid"": false, ""errors"": [""Netbanking id is required""]}","edge","boundary","Test creating a new order with missing netbanking id"
"Create order with invalid netbanking id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""invalid""}}","{""valid"": false, ""errors"": [""Invalid netbanking id""]}","edge","boundary","Test creating a new order with invalid netbanking id"
"Create order with missing cod","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""cod""}}","{""valid"": false, ""errors"": [""COD is not a valid payment method""]}","edge","boundary","Test creating a new order with missing cod"
"Create order with invalid cod","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""cod"", ""cod"": ""invalid""}}","{""valid"": false, ""errors"": [""Invalid cod""]}","edge","boundary","Test creating a new order with invalid cod"
"Create order with valid details and simulation mode","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","valid_flow","Test creating a new order with valid details and simulation mode"
"Create order with valid details and simulation mode and typo in product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in product id"
"Create order with valid details and simulation mode and typo in shipping address","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in shipping address"
"Create order with valid details and simulation mode and typo in payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in payment method"
"Create order with valid details and simulation mode and typo in card token","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in card token"
"Create order with valid details and simulation mode and typo in upi id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""upi"", ""upi_id"": ""milan@upi""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in upi id"
"Create order with valid details and simulation mode and typo in netbanking id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""netbanking"", ""netbanking_id"": ""milan@netbanking""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in netbanking id"
"Create order with valid details and simulation mode and typo in cod","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""cod"", ""cod"": ""milan@cod""}}","{""status"": ""created"", ""message"": ""Order created and payment authorized."", ""currency"": ""INR"", ""order_id"": ""ord_20251129_0001"", ""total_amount"": 2599, ""estimated_delivery"": ""2025-12-04""}","valid","typo","Test creating a new order with valid details and simulation mode and typo in cod"
"Create order with valid details and simulation mode and missing customer name","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Customer name is required""]}","edge","boundary","Test creating a new order with valid details and simulation mode and missing customer name"
"Create order with valid details and simulation mode and invalid customer name","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""customer_name"": ""invalid"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid customer name""]}","edge","boundary","Test creating a new order with valid details and simulation mode and invalid customer name"
"Create order with valid details and simulation mode and missing email","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Email is required""]}","edge","boundary","Test creating a new order with valid details and simulation mode and missing email"
"Create order with valid details and simulation mode and invalid email","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""email"": ""invalid"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid email""]}","edge","boundary","Test creating a new order with valid details and simulation mode and invalid email"
"Create order with valid details and simulation mode and missing phone number","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Phone number is required""]}","edge","boundary","Test creating a new order with valid details and simulation mode and missing phone number"
"Create order with valid details and simulation mode and invalid phone number","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""phone_number"": ""invalid"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid phone number""]}","edge","boundary","Test creating a new order with valid details and simulation mode and invalid phone number"
"Create order with valid details and simulation mode and missing product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Product id is required""]}","edge","boundary","Test creating a new order with valid details and simulation mode and missing product id"
"Create order with valid details and simulation mode and invalid product id","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""invalid"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid product id""]}","edge","boundary","Test creating a new order with valid details and simulation mode and invalid product id"
"Create order with valid details and simulation mode and missing quantity","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123""}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Quantity is required""]}","edge","boundary","Test creating a new order with valid details and simulation mode and missing quantity"
"Create order with valid details and simulation mode and invalid quantity","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": ""invalid""}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}, ""payment"": {""method"": ""card"", ""card_token"": ""tok_test_4242""}}","{""valid"": false, ""errors"": [""Invalid quantity""]}","edge","boundary","Test creating a new order with valid details and simulation mode and invalid quantity"
"Create order with valid details and simulation mode and missing payment method","Create_Customer_Order","/v1/orders","POST","{""customer_id"": ""cust_123"", ""items"": [{""product_id"": ""prod_ABC123"", ""quantity"": 2}], ""shipping_address"": {""city"": ""Jaipur"", ""line1"": ""12 Park Lane"", ""state"": ""RJ"", ""country"": ""IN"", ""postal_code"": ""302020""}}","{""valid"": false, ""errors"": [""Payment method is required""]}","edge","boundary","Test creating a new order with valid details and simulation mode and missing payment method"
